prefix_1,prefix_2,prefix_3,stem,suffix_1,suffix_2,suffix_3,full_word
,,እየ,ገደል,ሽ,ኝ,ም,እየገደልሽኝም
,,እየ,ገደል,ሽ,ን,ም,እየገደልሽንም
,,እየ,ገደል,ሽ,ው,ም,እየገደልሽውም
,,እየ,ገደል,ሽ,አት,ም,እየገደልሽአትም
,,እየ,ገደል,ሽ,አቸው,ም,እየገደልሽአቸውም
,,ከ,ገደል,ሽ,ኝ,ም,ከገደልሽኝም
,,ከ,ገደል,ሽ,ን,ም,ከገደልሽንም
,,ከ,ገደል,ሽ,ው,ም,ከገደልሽውም
,,ከ,ገደል,ሽ,አት,ም,ከገደልሽአትም
,,ከ,ገደል,ሽ,አቸው,ም,ከገደልሽአቸውም
,,ስለ,ገደል,ሽ,ኝ,ም,ስለገደልሽኝም
,,ስለ,ገደል,ሽ,ን,ም,ስለገደልሽንም
,,ስለ,ገደል,ሽ,ው,ም,ስለገደልሽውም
,,ስለ,ገደል,ሽ,አት,ም,ስለገደልሽአትም
,,ስለ,ገደል,ሽ,አቸው,ም,ስለገደልሽአቸውም
,,እየ,ገደል,አችሁ,ኝ,ም,እየገደልአችሁኝም
,,እየ,ገደል,አችሁ,ን,ም,እየገደልአችሁንም
,,እየ,ገደል,አችሁ,ት,ም,እየገደልአችሁትም
,,እየ,ገደል,አችሁ,አት,ም,እየገደልአችሁአትም
,,እየ,ገደል,አችሁ,አቸው,ም,እየገደልአችሁአቸውም
,,ከ,ገደል,አችሁ,ኝ,ም,ከገደልአችሁኝም
,,ከ,ገደል,አችሁ,ን,ም,ከገደልአችሁንም
,,ከ,ገደል,አችሁ,ት,ም,ከገደልአችሁትም
,,ከ,ገደል,አችሁ,አት,ም,ከገደልአችሁአትም
,,ከ,ገደል,አችሁ,አቸው,ም,ከገደልአችሁአቸውም
,,ስለ,ገደል,አችሁ,ኝ,ም,ስለገደልአችሁኝም
,,ስለ,ገደል,አችሁ,ን,ም,ስለገደልአችሁንም
,,ስለ,ገደል,አችሁ,ት,ም,ስለገደልአችሁትም
,,ስለ,ገደል,አችሁ,አት,ም,ስለገደልአችሁአትም
,,ስለ,ገደል,አችሁ,አቸው,ም,ስለገደልአችሁአቸውም
,,እየ,ገደል,ኧ,ኝ,ም,እየገደልኧኝም
,,እየ,ገደል,ኧ,ን,ም,እየገደልኧንም
,,እየ,ገደል,ኧ,ክ,ም,እየገደልኧክም
,,እየ,ገደል,ኧ,ሽ,ም,እየገደልኧሽም
,,እየ,ገደል,ኧ,አችሁ,ም,እየገደልኧአችሁም
,,እየ,ገደል,ኧ,ው,ም,እየገደልኧውም
,,እየ,ገደል,ኧ,አት,ም,እየገደልኧአትም
,,እየ,ገደል,ኧ,አቸው,ም,እየገደልኧአቸውም
,,እየ,ገደል,ኧች,ኝ,ም,እየገደልኧችኝም
,,እየ,ገደል,ኧች,ን,ም,እየገደልኧችንም
,,እየ,ገደል,ኧች,ክ,ም,እየገደልኧችክም
,,እየ,ገደል,ኧች,ሽ,ም,እየገደልኧችሽም
,,እየ,ገደል,ኧች,አችሁ,ም,እየገደልኧችአችሁም
,,እየ,ገደል,ኧች,ው,ም,እየገደልኧችውም
,,እየ,ገደል,ኧች,አት,ም,እየገደልኧችአትም
,,እየ,ገደል,ኧች,አቸው,ም,እየገደልኧችአቸውም
,,ከ,ገደል,ኧ,ኝ,ም,ከገደልኧኝም
,,ከ,ገደል,ኧ,ን,ም,ከገደልኧንም
,,ከ,ገደል,ኧ,ክ,ም,ከገደልኧክም
,,ከ,ገደል,ኧ,ሽ,ም,ከገደልኧሽም
,,ከ,ገደል,ኧ,አችሁ,ም,ከገደልኧአችሁም
,,ከ,ገደል,ኧ,ው,ም,ከገደልኧውም
,,ከ,ገደል,ኧ,አት,ም,ከገደልኧአትም
,,ከ,ገደል,ኧ,አቸው,ም,ከገደልኧአቸውም
,,ከ,ገደል,ኧች,ኝ,ም,ከገደልኧችኝም
,,ከ,ገደል,ኧች,ን,ም,ከገደልኧችንም
,,ከ,ገደል,ኧች,ክ,ም,ከገደልኧችክም
,,ከ,ገደል,ኧች,ሽ,ም,ከገደልኧችሽም
,,ከ,ገደል,ኧች,አችሁ,ም,ከገደልኧችአችሁም
,,ከ,ገደል,ኧች,ው,ም,ከገደልኧችውም
,,ከ,ገደል,ኧች,አት,ም,ከገደልኧችአትም
,,ከ,ገደል,ኧች,አቸው,ም,ከገደልኧችአቸውም
,,ስለ,ገደል,ኧ,ኝ,ም,ስለገደልኧኝም
,,ስለ,ገደል,ኧ,ን,ም,ስለገደልኧንም
,,ስለ,ገደል,ኧ,ክ,ም,ስለገደልኧክም
,,ስለ,ገደል,ኧ,ሽ,ም,ስለገደልኧሽም
,,ስለ,ገደል,ኧ,አችሁ,ም,ስለገደልኧአችሁም
,,ስለ,ገደል,ኧ,ው,ም,ስለገደልኧውም
,,ስለ,ገደል,ኧ,አት,ም,ስለገደልኧአትም
,,ስለ,ገደል,ኧ,አቸው,ም,ስለገደልኧአቸውም
,,ስለ,ገደል,ኧች,ኝ,ም,ስለገደልኧችኝም
,,ስለ,ገደል,ኧች,ን,ም,ስለገደልኧችንም
,,ስለ,ገደል,ኧች,ክ,ም,ስለገደልኧችክም
,,ስለ,ገደል,ኧች,ሽ,ም,ስለገደልኧችሽም
,,ስለ,ገደል,ኧች,አችሁ,ም,ስለገደልኧችአችሁም
,,ስለ,ገደል,ኧች,ው,ም,ስለገደልኧችውም
,,ስለ,ገደል,ኧች,አት,ም,ስለገደልኧችአትም
,,ስለ,ገደል,ኧች,አቸው,ም,ስለገደልኧችአቸውም
,,እየ,ገደል,ኡ,ኝ,ም,እየገደልኡኝም
,,እየ,ገደል,ኡ,ን,ም,እየገደልኡንም
,,እየ,ገደል,ኡ,ክ,ም,እየገደልኡክም
,,እየ,ገደል,ኡ,ሽ,ም,እየገደልኡሽም
,,እየ,ገደል,ኡ,አችሁ,ም,እየገደልኡአችሁም
,,እየ,ገደል,ኡ,ት,ም,እየገደልኡትም
,,እየ,ገደል,ኡ,አት,ም,እየገደልኡአትም
,,እየ,ገደል,ኡ,አቸው,ም,እየገደልኡአቸውም
,,ከ,ገደል,ኡ,ኝ,ም,ከገደልኡኝም
,,ከ,ገደል,ኡ,ን,ም,ከገደልኡንም
,,ከ,ገደል,ኡ,ክ,ም,ከገደልኡክም
,,ከ,ገደል,ኡ,ሽ,ም,ከገደልኡሽም
,,ከ,ገደል,ኡ,አችሁ,ም,ከገደልኡአችሁም
,,ከ,ገደል,ኡ,ት,ም,ከገደልኡትም
,,ከ,ገደል,ኡ,አት,ም,ከገደልኡአትም
,,ከ,ገደል,ኡ,አቸው,ም,ከገደልኡአቸውም
,,ስለ,ገደል,ኡ,ኝ,ም,ስለገደልኡኝም
,,ስለ,ገደል,ኡ,ን,ም,ስለገደልኡንም
,,ስለ,ገደል,ኡ,ክ,ም,ስለገደልኡክም
,,ስለ,ገደል,ኡ,ሽ,ም,ስለገደልኡሽም
,,ስለ,ገደል,ኡ,አችሁ,ም,ስለገደልኡአችሁም
,,ስለ,ገደል,ኡ,ት,ም,ስለገደልኡትም
,,ስለ,ገደል,ኡ,አት,ም,ስለገደልኡአትም
,,ስለ,ገደል,ኡ,አቸው,ም,ስለገደልኡአቸውም
,,እየ,ገደል,ኩ,ብህ,,እየገደልኩብህ
,,እየ,ገደል,ኩ,ብሽ,,እየገደልኩብሽ
,,እየ,ገደል,ኩ,ባችሁ,,እየገደልኩባችሁ
,,እየ,ገደል,ኩ,በት,,እየገደልኩበት
,,እየ,ገደል,ኩ,ባት,,እየገደልኩባት
,,እየ,ገደል,ኩ,ባቸው,,እየገደልኩባቸው
,,ከ,ገደል,ኩ,ብህ,,ከገደልኩብህ
,,ከ,ገደል,ኩ,ብሽ,,ከገደልኩብሽ
,,ከ,ገደል,ኩ,ባችሁ,,ከገደልኩባችሁ
,,ከ,ገደል,ኩ,በት,,ከገደልኩበት
,,ከ,ገደል,ኩ,ባት,,ከገደልኩባት
,,ከ,ገደል,ኩ,ባቸው,,ከገደልኩባቸው
,,ስለ,ገደል,ኩ,ብህ,,ስለገደልኩብህ
,,ስለ,ገደል,ኩ,ብሽ,,ስለገደልኩብሽ
,,ስለ,ገደል,ኩ,ባችሁ,,ስለገደልኩባችሁ
,,ስለ,ገደል,ኩ,በት,,ስለገደልኩበት
,,ስለ,ገደል,ኩ,ባት,,ስለገደልኩባት
,,ስለ,ገደል,ኩ,ባቸው,,ስለገደልኩባቸው
,,እየ,ገደል,ን,ብህ,,እየገደልንብህ
,,እየ,ገደል,ን,ብሽ,,እየገደልንብሽ
,,እየ,ገደል,ን,ባችሁ,,እየገደልንባችሁ
,,እየ,ገደል,ን,በት,,እየገደልንበት
,,እየ,ገደል,ን,ባት,,እየገደልንባት
,,እየ,ገደል,ን,ባቸው,,እየገደልንባቸው
,,ከ,ገደል,ን,ብህ,,ከገደልንብህ
,,ከ,ገደል,ን,ብሽ,,ከገደልንብሽ
,,ከ,ገደል,ን,ባችሁ,,ከገደልንባችሁ
,,ከ,ገደል,ን,በት,,ከገደልንበት
,,ከ,ገደል,ን,ባት,,ከገደልንባት
,,ከ,ገደል,ን,ባቸው,,ከገደልንባቸው
,,ስለ,ገደል,ን,ብህ,,ስለገደልንብህ
,,ስለ,ገደል,ን,ብሽ,,ስለገደልንብሽ
,,ስለ,ገደል,ን,ባችሁ,,ስለገደልንባችሁ
,,ስለ,ገደል,ን,በት,,ስለገደልንበት
,,ስለ,ገደል,ን,ባት,,ስለገደልንባት
,,ስለ,ገደል,ን,ባቸው,,ስለገደልንባቸው
,,እየ,ገደል,ክ,ብኝ,,እየገደልክብኝ
,,እየ,ገደል,ክ,ብን,,እየገደልክብን
,,እየ,ገደል,ክ,በት,,እየገደልክበት
,,እየ,ገደል,ክ,ባት,,እየገደልክባት
,,እየ,ገደል,ክ,ባቸው,,እየገደልክባቸው
,,ከ,ገደል,ክ,ብኝ,,ከገደልክብኝ
,,ከ,ገደል,ክ,ብን,,ከገደልክብን
,,ከ,ገደል,ክ,በት,,ከገደልክበት
,,ከ,ገደል,ክ,ባት,,ከገደልክባት
,,ከ,ገደል,ክ,ባቸው,,ከገደልክባቸው
,,ስለ,ገደል,ክ,ብኝ,,ስለገደልክብኝ
,,ስለ,ገደል,ክ,ብን,,ስለገደልክብን
,,ስለ,ገደል,ክ,በት,,ስለገደልክበት
,,ስለ,ገደል,ክ,ባት,,ስለገደልክባት
,,ስለ,ገደል,ክ,ባቸው,,ስለገደልክባቸው
,,እየ,ገደል,ሽ,ብኝ,,እየገደልሽብኝ
,,እየ,ገደል,ሽ,ብን,,እየገደልሽብን
,,እየ,ገደል,ሽ,በት,,እየገደልሽበት
,,እየ,ገደል,ሽ,ባት,,እየገደልሽባት
,,እየ,ገደል,ሽ,ባቸው,,እየገደልሽባቸው
,,ከ,ገደል,ሽ,ብኝ,,ከገደልሽብኝ
,,ከ,ገደል,ሽ,ብን,,ከገደልሽብን
,,ከ,ገደል,ሽ,በት,,ከገደልሽበት
,,ከ,ገደል,ሽ,ባት,,ከገደልሽባት
,,ከ,ገደል,ሽ,ባቸው,,ከገደልሽባቸው
,,ስለ,ገደል,ሽ,ብኝ,,ስለገደልሽብኝ
,,ስለ,ገደል,ሽ,ብን,,ስለገደልሽብን
,,ስለ,ገደል,ሽ,በት,,ስለገደልሽበት
,,ስለ,ገደል,ሽ,ባት,,ስለገደልሽባት
,,ስለ,ገደል,ሽ,ባቸው,,ስለገደልሽባቸው
,,እየ,ገደል,አችሁ,ብኝ,,እየገደልአችሁብኝ
,,እየ,ገደል,አችሁ,ብን,,እየገደልአችሁብን
,,እየ,ገደል,አችሁ,በት,,እየገደልአችሁበት
,,እየ,ገደል,አችሁ,ባት,,እየገደልአችሁባት
,,እየ,ገደል,አችሁ,ባቸው,,እየገደልአችሁባቸው
,,ከ,ገደል,አችሁ,ብኝ,,ከገደልአችሁብኝ
,,ከ,ገደል,አችሁ,ብን,,ከገደልአችሁብን
,,ከ,ገደል,አችሁ,በት,,ከገደልአችሁበት
,,ከ,ገደል,አችሁ,ባት,,ከገደልአችሁባት
,,ከ,ገደል,አችሁ,ባቸው,,ከገደልአችሁባቸው
,,ስለ,ገደል,አችሁ,ብኝ,,ስለገደልአችሁብኝ
,,ስለ,ገደል,አችሁ,ብን,,ስለገደልአችሁብን
,,ስለ,ገደል,አችሁ,በት,,ስለገደልአችሁበት
,,ስለ,ገደል,አችሁ,ባት,,ስለገደልአችሁባት
,,ስለ,ገደል,አችሁ,ባቸው,,ስለገደልአችሁባቸው
,,እየ,ገደል,ኧ,ብኝ,,እየገደልኧብኝ
,,እየ,ገደል,ኧ,ን,,እየገደልኧን
,,እየ,ገደል,ኧ,ብህ,,እየገደልኧብህ
,,እየ,ገደል,ኧ,ብሽ,,እየገደልኧብሽ
,,እየ,ገደል,ኧ,ባቸሁ,,እየገደልኧባቸሁ
,,እየ,ገደል,ኧ,በት,,እየገደልኧበት
,,እየ,ገደል,ኧ,ባት,,እየገደልኧባት
,,እየ,ገደል,ኧ,ባቸው,,እየገደልኧባቸው
,,ከ,ገደል,ኧ,ብኝ,,ከገደልኧብኝ
,,ከ,ገደል,ኧ,ን,,ከገደልኧን
,,ከ,ገደል,ኧ,ብህ,,ከገደልኧብህ
,,ከ,ገደል,ኧ,ብሽ,,ከገደልኧብሽ
,,ከ,ገደል,ኧ,ባቸሁ,,ከገደልኧባቸሁ
,,ከ,ገደል,ኧ,በት,,ከገደልኧበት
,,ከ,ገደል,ኧ,ባት,,ከገደልኧባት
,,ከ,ገደል,ኧ,ባቸው,,ከገደልኧባቸው
,,ስለ,ገደል,ኧ,ብኝ,,ስለገደልኧብኝ
,,ስለ,ገደል,ኧ,ን,,ስለገደልኧን
,,ስለ,ገደል,ኧ,ብህ,,ስለገደልኧብህ
,,ስለ,ገደል,ኧ,ብሽ,,ስለገደልኧብሽ
,,ስለ,ገደል,ኧ,ባቸሁ,,ስለገደልኧባቸሁ
,,ስለ,ገደል,ኧ,በት,,ስለገደልኧበት
,,ስለ,ገደል,ኧ,ባት,,ስለገደልኧባት
,,ስለ,ገደል,ኧ,ባቸው,,ስለገደልኧባቸው
,,እየ,ገደል,ኧች,ብኝ,,እየገደልኧችብኝ
,,እየ,ገደል,ኧች,ብን,,እየገደልኧችብን
,,እየ,ገደል,ኧች,ብህ,,እየገደልኧችብህ
,,እየ,ገደል,ኧች,ብሽ,,እየገደልኧችብሽ
,,እየ,ገደል,ኧች,ባቸሁ,,እየገደልኧችባቸሁ
,,እየ,ገደል,ኧች,በት,,እየገደልኧችበት
,,እየ,ገደል,ኧች,ባት,,እየገደልኧችባት
,,እየ,ገደል,ኧች,ባቸው,,እየገደልኧችባቸው
,,ከ,ገደል,ኧች,ብኝ,,ከገደልኧችብኝ
,,ከ,ገደል,ኧች,ብን,,ከገደልኧችብን
,,ከ,ገደል,ኧች,ብህ,,ከገደልኧችብህ
,,ከ,ገደል,ኧች,ብሽ,,ከገደልኧችብሽ
,,ከ,ገደል,ኧች,ባቸሁ,,ከገደልኧችባቸሁ
,,ከ,ገደል,ኧች,በት,,ከገደልኧችበት
,,ከ,ገደል,ኧች,ባት,,ከገደልኧችባት
,,ከ,ገደል,ኧች,ባቸው,,ከገደልኧችባቸው
,,ስለ,ገደል,ኧች,ብኝ,,ስለገደልኧችብኝ
,,ስለ,ገደል,ኧች,ብን,,ስለገደልኧችብን
,,ስለ,ገደል,ኧች,ብህ,,ስለገደልኧችብህ
,,ስለ,ገደል,ኧች,ብሽ,,ስለገደልኧችብሽ
,,ስለ,ገደል,ኧች,ባቸሁ,,ስለገደልኧችባቸሁ
,,ስለ,ገደል,ኧች,በት,,ስለገደልኧችበት
,,ስለ,ገደል,ኧች,ባት,,ስለገደልኧችባት
,,ስለ,ገደል,ኧች,ባቸው,,ስለገደልኧችባቸው
,,እየ,ገደል,ኡ,ብኝ,,እየገደልኡብኝ
,,እየ,ገደል,ኡ,ብን,,እየገደልኡብን
,,እየ,ገደል,ኡ,ብህ,,እየገደልኡብህ
,,እየ,ገደል,ኡ,ብሽ,,እየገደልኡብሽ
,,እየ,ገደል,ኡ,ባቸሁ,,እየገደልኡባቸሁ
,,እየ,ገደል,ኡ,በት,,እየገደልኡበት
,,እየ,ገደል,ኡ,ባት,,እየገደልኡባት
,,እየ,ገደል,ኡ,ባቸው,,እየገደልኡባቸው
,,ከ,ገደል,ኡ,ብኝ,,ከገደልኡብኝ
,,ከ,ገደል,ኡ,ብን,,ከገደልኡብን
,,ከ,ገደል,ኡ,ብህ,,ከገደልኡብህ
,,ከ,ገደል,ኡ,ብሽ,,ከገደልኡብሽ
,,ከ,ገደል,ኡ,ባቸሁ,,ከገደልኡባቸሁ
,,ከ,ገደል,ኡ,በት,,ከገደልኡበት
,,ከ,ገደል,ኡ,ባት,,ከገደልኡባት
,,ከ,ገደል,ኡ,ባቸው,,ከገደልኡባቸው
,,ስለ,ገደል,ኡ,ብኝ,,ስለገደልኡብኝ
,,ስለ,ገደል,ኡ,ብን,,ስለገደልኡብን
,,ስለ,ገደል,ኡ,ብህ,,ስለገደልኡብህ
,,ስለ,ገደል,ኡ,ብሽ,,ስለገደልኡብሽ
,,ስለ,ገደል,ኡ,ባቸሁ,,ስለገደልኡባቸሁ
,,ስለ,ገደል,ኡ,በት,,ስለገደልኡበት
,,ስለ,ገደል,ኡ,ባት,,ስለገደልኡባት
,,ስለ,ገደል,ኡ,ባቸው,,ስለገደልኡባቸው
,ከ,አል,ገደል,ኩ,ህ,ም,ከአልገደልኩህም
,ከ,አል,ገደል,ኩ,ሽ,ም,ከአልገደልኩሽም
,ከ,አል,ገደል,ኩ,ት,ም,ከአልገደልኩትም
,ከ,አል,ገደል,ኩ,አት,ም,ከአልገደልኩአትም
,ከ,አል,ገደል,ኩ,አቸው,ም,ከአልገደልኩአቸውም
,ስለ,አል,ገደል,ኩ,ህ,ም,ስለአልገደልኩህም
,ስለ,አል,ገደል,ኩ,ሽ,ም,ስለአልገደልኩሽም
,ስለ,አል,ገደል,ኩ,ት,ም,ስለአልገደልኩትም
,ስለ,አል,ገደል,ኩ,አት,ም,ስለአልገደልኩአትም
,ስለ,አል,ገደል,ኩ,አቸው,ም,ስለአልገደልኩአቸውም
,ከ,አል,ገደል,ን,ህ,ም,ከአልገደልንህም
,ከ,አል,ገደል,ን,ሽ,ም,ከአልገደልንሽም
,ከ,አል,ገደል,ን,ኧው,ም,ከአልገደልንኧውም
,ከ,አል,ገደል,ን,አት,ም,ከአልገደልንአትም
,ከ,አል,ገደል,ን,አቸው,ም,ከአልገደልንአቸውም
,ስለ,አል,ገደል,ን,ህ,ም,ስለአልገደልንህም
,ስለ,አል,ገደል,ን,ሽ,ም,ስለአልገደልንሽም
,ስለ,አል,ገደል,ን,ኧው,ም,ስለአልገደልንኧውም
,ስለ,አል,ገደል,ን,አት,ም,ስለአልገደልንአትም
,ስለ,አል,ገደል,ን,አቸው,ም,ስለአልገደልንአቸውም
,ከ,አል,ገደል,ክ,ኧኝ,ም,ከአልገደልክኧኝም
,ከ,አል,ገደል,ክ,ኧን,ም,ከአልገደልክኧንም
,ከ,አል,ገደል,ክ,ኧው,ም,ከአልገደልክኧውም
,ከ,አል,ገደል,ክ,አት,ም,ከአልገደልክአትም
,ከ,አል,ገደል,ክ,አቸው,ም,ከአልገደልክአቸውም
,ስለ,አል,ገደል,ክ,ኧኝ,ም,ስለአልገደልክኧኝም
,ስለ,አል,ገደል,ክ,ኧን,ም,ስለአልገደልክኧንም
,ስለ,አል,ገደል,ክ,ኧው,ም,ስለአልገደልክኧውም
,ስለ,አል,ገደል,ክ,አት,ም,ስለአልገደልክአትም
,ስለ,አል,ገደል,ክ,አቸው,ም,ስለአልገደልክአቸውም
,ከ,አል,ገደል,ሽ,ኝ,ም,ከአልገደልሽኝም
,ከ,አል,ገደል,ሽ,ን,ም,ከአልገደልሽንም
,ከ,አል,ገደል,ሽ,ው,ም,ከአልገደልሽውም
,ከ,አል,ገደል,ሽ,አት,ም,ከአልገደልሽአትም
,ከ,አል,ገደል,ሽ,አቸው,ም,ከአልገደልሽአቸውም
,ስለ,አል,ገደል,ሽ,ኝ,ም,ስለአልገደልሽኝም
,ስለ,አል,ገደል,ሽ,ን,ም,ስለአልገደልሽንም
,ስለ,አል,ገደል,ሽ,ው,ም,ስለአልገደልሽውም
,ስለ,አል,ገደል,ሽ,አት,ም,ስለአልገደልሽአትም
,ስለ,አል,ገደል,ሽ,አቸው,ም,ስለአልገደልሽአቸውም
,ከ,አል,ገደል,አችሁ,ኝ,ም,ከአልገደልአችሁኝም
,ከ,አል,ገደል,አችሁ,ን,ም,ከአልገደልአችሁንም
,ከ,አል,ገደል,አችሁ,ት,ም,ከአልገደልአችሁትም
,ከ,አል,ገደል,አችሁ,አት,ም,ከአልገደልአችሁአትም
,ከ,አል,ገደል,አችሁ,አቸው,ም,ከአልገደልአችሁአቸውም
,ስለ,አል,ገደል,አችሁ,ኝ,ም,ስለአልገደልአችሁኝም
,ስለ,አል,ገደል,አችሁ,ን,ም,ስለአልገደልአችሁንም
,ስለ,አል,ገደል,አችሁ,ት,ም,ስለአልገደልአችሁትም
,ስለ,አል,ገደል,አችሁ,አት,ም,ስለአልገደልአችሁአትም
,ስለ,አል,ገደል,አችሁ,አቸው,ም,ስለአልገደልአችሁአቸውም
,ከ,አል,ገደል,ኧ,ኝ,ም,ከአልገደልኧኝም
,ከ,አል,ገደል,ኧ,ን,ም,ከአልገደልኧንም
,ከ,አል,ገደል,ኧ,ክ,ም,ከአልገደልኧክም
,ከ,አል,ገደል,ኧ,ሽ,ም,ከአልገደልኧሽም
